ID,Pred
2019_1120_1192,0.8798586022432642
2019_1120_1196,0.7082157409903838
2019_1120_1199,0.6218296163900258
2019_1120_1205,0.9126548518138241
2019_1120_1209,0.8827289066947279
2019_1120_1211,0.23034929120961542
2019_1120_1222,0.462508031153619
2019_1120_1233,0.8971781726099448
2019_1120_1234,0.7650889243943179
2019_1120_1235,0.5654565900831907
2019_1120_1242,0.6233929799208663
2019_1120_1243,0.5983698351201558
2019_1120_1246,0.4191308374103785
2019_1120_1251,0.7709297979775069
2019_1120_1257,0.6377580473480183
2019_1120_1261,0.5628235226075299
2019_1120_1266,0.6179943552474797
2019_1120_1268,0.6535728396519793
2019_1120_1276,0.416323236346911
2019_1120_1277,0.42385486384148063
2019_1120_1278,0.8118504857944745
2019_1120_1279,0.6860833498067305
2019_1120_1280,0.5948784521078482
2019_1120_1285,0.8594132336596495
2019_1120_1293,0.7545886379474874
2019_1120_1295,0.9114416076686361
2019_1120_1297,0.8521045151027614
2019_1120_1300,0.8995839700551794
2019_1120_1305,0.6058708080907506
2019_1120_1308,0.7718644873845109
2019_1120_1314,0.42426918058800667
2019_1120_1318,0.8375825735964795
2019_1120_1326,0.7820115259408706
2019_1120_1328,0.7643999792469576
2019_1120_1330,0.866906965853579
2019_1120_1332,0.7242957556195416
2019_1120_1341,0.8794717318812693
2019_1120_1345,0.45056252937802693
2019_1120_1371,0.8070906115789215
2019_1120_1385,0.8038956805361734
2019_1120_1387,0.8416747494328405
2019_1120_1388,0.6678683088907731
2019_1120_1393,0.6253404015956798
2019_1120_1396,0.8400220913891147
2019_1120_1397,0.4489289779014917
2019_1120_1403,0.4049168094723849
2019_1120_1414,0.801122927847282
2019_1120_1416,0.7121065966253183
2019_1120_1429,0.6304950865607033
2019_1120_1433,0.6723432016339196
2019_1120_1436,0.7893003755427073
2019_1120_1437,0.63742623448
2019_1120_1438,0.31224406280798805
2019_1120_1439,0.444764116584786
2019_1120_1449,0.7563441809005649
2019_1120_1458,0.58439534135348
2019_1120_1459,0.58058804730101
2019_1120_1463,0.8456451202900311
2019_1124_1125,0.5641294118230223
2019_1124_1133,0.7854471659174861
2019_1124_1138,0.389174432330191
2019_1124_1153,0.44109285298182443
2019_1124_1159,0.7450371598276926
2019_1124_1181,0.19071963570058353
2019_1124_1192,0.7629977837188539
2019_1124_1196,0.516201291007089
2019_1124_1199,0.41955877220210164
2019_1124_1205,0.8212125156870532
2019_1124_1209,0.7679236016844871
2019_1124_1211,0.11626900571848224
2019_1124_1222,0.27445095157995514
2019_1124_1233,0.7932044852005243
2019_1124_1234,0.5887689984616327
2019_1124_1235,0.36387873750067357
2019_1124_1242,0.4211799719171755
2019_1124_1243,0.3957443666003865
2019_1124_1246,0.24080912456184186
2019_1124_1251,0.5966828681913325
2019_1124_1257,0.43628340062532533
2019_1124_1261,0.3614036586589823
2019_1124_1266,0.4156000343393694
2019_1124_1268,0.45335482734982185
2019_1124_1276,0.23870515619398042
2019_1124_1277,0.2443688262885508
2019_1124_1278,0.6547925754619885
2019_1124_1279,0.4899926862454784
2019_1124_1280,0.39228050630245265
2019_1124_1285,0.728795258422354
2019_1124_1293,0.5747677856050573
2019_1124_1295,0.8189810432301075
2019_1124_1297,0.7169326668566477
2019_1124_1300,0.7974939245509021
2019_1124_1305,0.40325561950834904
2019_1124_1308,0.5979577644350218
2019_1124_1314,0.24468220634684046
2019_1124_1318,0.6939059254475126
2019_1124_1326,0.6119511135826442
2019_1124_1328,0.5878415141202629
2019_1124_1330,0.7411543680575426
2019_1124_1332,0.5359291863039144
2019_1124_1341,0.7623362532142919
2019_1124_1345,0.2649681261045152
2019_1124_1371,0.6477831909972898
2019_1124_1385,0.6431165094434098
2019_1124_1387,0.7003229044258918
2019_1124_1388,0.46920234848644926
2019_1124_1393,0.4232055547581995
2019_1124_1396,0.6977246616118609
2019_1124_1397,0.2636845319303956
2019_1124_1403,0.2302454485922612
2019_1124_1414,0.6390910633351716
2019_1124_1416,0.5209205569370943
2019_1124_1429,0.4286001258625912
2019_1124_1433,0.4742468087522326
2019_1124_1436,0.6221789770601601
2019_1124_1437,0.4359302643039846
2019_1124_1438,0.1663728181898486
2019_1124_1439,0.26042607771526605
2019_1124_1449,0.5770887371869928
2019_1124_1458,0.3820011499198261
2019_1124_1459,0.37831217327363625
2019_1124_1463,0.7066023510364364
2019_1125_1133,0.7388034786273879
2019_1125_1138,0.32988127700846565
2019_1125_1153,0.3787949372592039
2019_1125_1159,0.6930416421349804
2019_1125_1181,0.15403746320707198
2019_1125_1192,0.7132553389645477
2019_1125_1196,0.4518718626373089
2019_1125_1199,0.358352205186868
2019_1125_1205,0.7801680180594579
2019_1125_1209,0.7188340247579313
2019_1125_1211,0.0922736376251283
2019_1125_1222,0.2261649022391677
2019_1125_1233,0.7477055328044047
2019_1125_1234,0.5252137236665514
2019_1125_1235,0.30650566527201495
2019_1125_1242,0.3598835367752969
2019_1125_1243,0.33600085121949724
2019_1125_1246,0.1968361760763249
2019_1125_1251,0.533381342431383
2019_1125_1257,0.37420995564923193
2019_1125_1261,0.3042341925772442
2019_1125_1266,0.3546181512626031
2019_1125_1268,0.3905351958367642
2019_1125_1276,0.19501771243211655
2019_1125_1277,0.1999170274747001
2019_1125_1278,0.5944119828157947
2019_1125_1279,0.42605310000287844
2019_1125_1280,0.332771932268008
2019_1125_1285,0.6749326474203562
2019_1125_1293,0.5108463996627991
2019_1125_1295,0.7775630221703583
2019_1125_1297,0.6618073583806975
2019_1125_1300,0.7526444257130711
2019_1125_1305,0.34302187737923745
2019_1125_1308,0.5347002980675702
2019_1125_1314,0.20018850461500876
2019_1125_1318,0.6365695214723924
2019_1125_1326,0.5492356226141567
2019_1125_1328,0.5242587216099068
2019_1125_1330,0.6886978729098956
2019_1125_1332,0.4715374502351897
2019_1125_1341,0.7125072805000712
2019_1125_1345,0.2178495170510498
2019_1125_1371,0.5869499650935383
2019_1125_1385,0.5819973780058417
2019_1125_1387,0.6435710882496517
2019_1125_1388,0.40581699568750645
2019_1125_1393,0.3617985905244602
2019_1125_1396,0.6407332196938963
2019_1125_1397,0.21672687836411136
2019_1125_1403,0.18772450279176453
2019_1125_1414,0.5777351896213786
2019_1125_1416,0.45655801404198565
2019_1125_1429,0.3669083315651756
2019_1125_1433,0.41070727786952904
2019_1125_1436,0.5599277651445709
2019_1125_1437,0.3738737398200594
2019_1125_1438,0.13360034998711867
2019_1125_1439,0.2138801441506868
2019_1125_1449,0.5132207609067904
2019_1125_1458,0.3232225763513586
2019_1125_1459,0.3198074843441221
2019_1125_1463,0.6504461565927767
2019_1133_1138,0.1482388971530213
2019_1133_1153,0.17734715985549832
2019_1133_1159,0.44389208487525056
2019_1133_1181,0.06048103768651448
2019_1133_1192,0.46791625896667344
2019_1133_1196,0.22567962320333065
2019_1133_1199,0.16489038000633394
2019_1133_1205,0.5564796436505985
2019_1133_1209,0.4747531040102995
2019_1133_1211,0.05
2019_1133_1222,0.09365066451595944
2019_1133_1233,0.5116612410910394
2019_1133_1234,0.2811390895098671
2019_1133_1235,0.13513890801898482
2019_1133_1242,0.16580863050775033
2019_1133_1243,0.15175192082511124
2019_1133_1246,0.07973553123556816
2019_1133_1251,0.2878119677175459
2019_1133_1257,0.17451552054706176
2019_1133_1261,0.1338922185867864
2019_1133_1266,0.16266117348111342
2019_1133_1268,0.1847001916484238
2019_1133_1276,0.07889263225789035
2019_1133_1277,0.08116876966370984
2019_1133_1278,0.34129599982007486
2019_1133_1279,0.20788331491983986
2019_1133_1280,0.14989390338146114
2019_1133_1285,0.4233153014490031
2019_1133_1293,0.2696564159551479
2019_1133_1295,0.5527435495308799
2019_1133_1297,0.4089276843409861
2019_1133_1300,0.5182436862302441
2019_1133_1305,0.15582642956537607
2019_1133_1308,0.2888996431994171
2019_1133_1314,0.08129537753382973
2019_1133_1318,0.3824284716528905
2019_1133_1326,0.30107667000930766
2019_1133_1328,0.28036582082630396
2019_1133_1330,0.43887720379011247
2019_1133_1332,0.2398080251172644
2019_1133_1341,0.46700644257946483
2019_1133_1345,0.08964301775328305
2019_1133_1371,0.33439175876757593
2019_1133_1385,0.3298683301396872
2019_1133_1387,0.3896315602561522
2019_1133_1388,0.1944979806398318
2019_1133_1393,0.16696031641212136
2019_1133_1396,0.38669859596877953
2019_1133_1397,0.08910579476721386
2019_1133_1403,0.07553472780166195
2019_1133_1414,0.32601248845807634
2019_1133_1416,0.2290000546891335
2019_1133_1429,0.1700515356450891
2019_1133_1433,0.19768900742823503
2019_1133_1436,0.3102630137584113
2019_1133_1437,0.17430874811288646
2019_1133_1438,0.05169808003670922
2019_1133_1439,0.08774758656565415
2019_1133_1449,0.2715320392754481
2019_1133_1458,0.14445629787215386
2019_1133_1459,0.1425322177012991
2019_1133_1463,0.39681399676039214
2019_1138_1153,0.5533105550007889
2019_1138_1159,0.8209945270747782
2019_1138_1181,0.2700128928539016
2019_1138_1192,0.834790911115492
2019_1138_1196,0.626121048592033
2019_1138_1199,0.5315079047916116
2019_1138_1205,0.8781865044015742
2019_1138_1209,0.8385403461670898
2019_1138_1211,0.17115516642580395
2019_1138_1222,0.3725313912727288
2019_1138_1233,0.8575556128800765
2019_1138_1234,0.692037598832901
2019_1138_1235,0.47307986724020745
2019_1138_1242,0.5331643379503127
2019_1138_1243,0.5068882886466168
2019_1138_1246,0.3323745434269712
2019_1138_1251,0.6989801973322394
2019_1138_1257,0.5484782716518068
2019_1138_1261,0.4704112940824394
2019_1138_1266,0.5274527378622643
2019_1138_1268,0.5655355329338317
2019_1138_1276,0.32981811394122074
2019_1138_1277,0.33668751631890564
2019_1138_1278,0.7485618535509392
2019_1138_1279,0.6012675033871661
2019_1138_1280,0.5032618340372068
2019_1138_1285,0.8083466282308257
2019_1138_1293,0.6796392587035941
2019_1138_1295,0.8765592432832413
2019_1138_1297,0.7990039940361877
2019_1138_1300,0.8607445920098015
2019_1138_1305,0.5147121470822651
2019_1138_1308,0.7000942590347858
2019_1138_1314,0.3370664758494938
2019_1138_1318,0.7806105117983482
2019_1138_1326,0.7122434257112188
2019_1138_1328,0.6912208753773331
2019_1138_1330,0.8179858840758163
2019_1138_1332,0.644453964910613
2019_1138_1341,0.8342862499147456
2019_1138_1345,0.3613474633251377
2019_1138_1371,0.7427083009706036
2019_1138_1385,0.738792176451841
2019_1138_1387,0.7857709806916805
2019_1138_1388,0.5811356341003661
2019_1138_1393,0.5352304789771424
2019_1138_1396,0.7836847525134615
2019_1138_1397,0.359825537330519
2019_1138_1403,0.31948446183205836
2019_1138_1414,0.7354018951111108
2019_1138_1416,0.6305355211625813
2019_1138_1429,0.5407143737480239
2019_1138_1433,0.5860548167764622
2019_1138_1436,0.7210329119752257
2019_1138_1437,0.5481226231967883
2019_1138_1438,0.23852715711678077
2019_1138_1439,0.3559533649977953
2019_1138_1449,0.6817047956290464
2019_1138_1458,0.4924307779564753
2019_1138_1459,0.48851837028524103
2019_1138_1463,0.7907948097453239
2019_1153_1159,0.7873531780194256
2019_1153_1181,0.22994655834129554
2019_1153_1192,0.8031206083402272
2019_1153_1196,0.5748228029234865
2019_1153_1199,0.47804987092191004
2019_1153_1205,0.8533739044593756
2019_1153_1209,0.807422993702916
2019_1153_1211,0.14288668361625897
2019_1153_1222,0.3240046861763572
2019_1153_1233,0.829357212298089
2019_1153_1234,0.6446505600484075
2019_1153_1235,0.4202272484276018
2019_1153_1242,0.4797102933926742
2019_1153_1243,0.45350944487988515
2019_1153_1246,0.28668876121791
2019_1153_1251,0.6521244308652848
2019_1153_1257,0.49511724056743583
2019_1153_1261,0.4176205174795139
2019_1153_1266,0.4739899176868399
2019_1153_1268,0.5123982426617372
2019_1153_1276,0.2843340676849427
2019_1153_1277,0.2906670071954019
2019_1153_1278,0.7061796186145182
2019_1153_1279,0.5490154120567342
2019_1153_1280,0.449916442880798
2019_1153_1285,0.7729855617089196
2019_1153_1293,0.6313606950679682
2019_1153_1295,0.8514712416811541
2019_1153_1297,0.7624257789967854
2019_1153_1300,0.8330545867034229
2019_1153_1305,0.4612801180969407
2019_1153_1308,0.6533258968093366
2019_1153_1314,0.2910168939193772
2019_1153_1318,0.7417668006691054
2019_1153_1326,0.6664670459024609
2019_1153_1328,0.6437728546267312
2019_1153_1330,0.7839279178273177
2019_1153_1332,0.5940401943556457
2019_1153_1341,0.8025420875500621
2019_1153_1345,0.3135496077793082
2019_1153_1371,0.6997351709508391
2019_1153_1385,0.6954331917179731
2019_1153_1387,0.7475454594039299
2019_1153_1388,0.5283149717941689
2019_1153_1393,0.4817830669799249
2019_1153_1396,0.7452076848815664
2019_1153_1397,0.31213060767894985
2019_1153_1403,0.2748410697901227
2019_1153_1414,0.6917149761502889
2019_1153_1416,0.5794361250628016
2019_1153_1429,0.4872935006217409
2019_1153_1433,0.5333563684884648
2019_1153_1436,0.6760187450936553
2019_1153_1437,0.4947582788327534
2019_1153_1438,0.2018410646303736
2019_1153_1439,0.30852433436305376
2019_1153_1449,0.6335696830358749
2019_1153_1458,0.439218329295684
2019_1153_1459,0.43536606296116115
2019_1153_1463,0.7531841347841912
2019_1159_1181,0.07462957597950448
2019_1159_1192,0.5241984173917404
2019_1159_1196,0.26747165705209774
2019_1159_1199,0.19830830126927546
2019_1159_1205,0.6111782828507976
2019_1159_1209,0.5310368803933083
2019_1159_1211,0.05
2019_1159_1222,0.11461210711854111
2019_1159_1233,0.5675922570253041
2019_1159_1234,0.32883972892614893
2019_1159_1235,0.16370918547096433
2019_1159_1242,0.19936822320537087
2019_1159_1243,0.18309088686388156
2019_1159_1246,0.09791889406062923
2019_1159_1251,0.33611541842808684
2019_1159_1257,0.20939502651510922
2019_1159_1261,0.16224837370021541
2019_1159_1266,0.19573319714367646
2019_1159_1268,0.22107011922553105
2019_1159_1276,0.0969040161743359
2019_1159_1277,0.09964358692239382
2019_1159_1278,0.3936146603983941
2019_1159_1279,0.24743287024767566
2019_1159_1280,0.18093100661416783
2019_1159_1285,0.4790628787886808
2019_1159_1293,0.3162659430549394
2019_1159_1295,0.6075780288448399
2019_1159_1297,0.46430603221758376
2019_1159_1300,0.5740484130309599
2019_1159_1305,0.18782052640661892
2019_1159_1308,0.3372991835348722
2019_1159_1314,0.09979588211207763
2019_1159_1318,0.43687060576112413
2019_1159_1326,0.3505106803106089
2019_1159_1328,0.32799512302299405
2019_1159_1330,0.49491536849590473
2019_1159_1332,0.28325929826349716
2019_1159_1341,0.5232867917133577
2019_1159_1345,0.10981613044551902
2019_1159_1371,0.3862726875573106
2019_1159_1385,0.3814496449814581
2019_1159_1387,0.44436129507911565
2019_1159_1388,0.2322476354936357
2019_1159_1393,0.2006969284494346
2019_1159_1396,0.4413142244121893
2019_1159_1397,0.10917250986010636
2019_1159_1403,0.0928567764953296
2019_1159_1414,0.37733036200665515
2019_1159_1416,0.2711916228956676
2019_1159_1429,0.20425961445586313
2019_1159_1433,0.23587663901197684
2019_1159_1436,0.3604275156116022
2019_1159_1437,0.20915739867624972
2019_1159_1438,0.06393180270099147
2019_1159_1439,0.10754454426263485
2019_1159_1449,0.31832446048462715
2019_1159_1458,0.17459873318491342
2019_1159_1459,0.1723540525842341
2019_1159_1463,0.45180582116131396
2019_1181_1192,0.9317906538909738
2019_1181_1196,0.8190862214217924
2019_1181_1199,0.7541289206246662
2019_1181_1205,0.95
2019_1181_1209,0.933514000593407
2019_1181_1211,0.35826436997042027
2019_1181_1222,0.6161372843791957
2019_1181_1233,0.9421162255445413
2019_1181_1234,0.8586618265533169
2019_1181_1235,0.7082236612229938
2019_1181_1242,0.7553605280251094
2019_1181_1243,0.735383799182785
2019_1181_1246,0.5737315560786017
2019_1181_1251,0.8625939338050461
2019_1181_1257,0.7665767208693981
2019_1181_1261,0.7060058990035235
2019_1181_1266,0.7510983307869652
2019_1181_1268,0.7787188714839756
2019_1181_1276,0.5709061923633132
2019_1181_1277,0.5784628011723596
2019_1181_1278,0.8894872210589322
2019_1181_1279,0.8030245743418114
2019_1181_1280,0.7325511205947468
2019_1181_1285,0.9193731041654832
2019_1181_1293,0.8515325067294558
2019_1181_1295,0.95
2019_1181_1297,0.9148727719746944
2019_1181_1300,0.9435367466630081
2019_1181_1305,0.7414316181307214
2019_1181_1308,0.8632209597988382
2019_1181_1314,0.578876401480093
2019_1181_1318,0.9058329734381173
2019_1181_1326,0.869989057255688
2019_1181_1328,0.8581964476706984
2019_1181_1330,0.9239535877376779
2019_1181_1332,0.8305184145033442
2019_1181_1341,0.9315580030203735
2019_1181_1345,0.6046878373741119
2019_1181_1371,0.8864166406150232
2019_1181_1385,0.8843472333918047
2019_1181_1387,0.908393623890539
2019_1181_1388,0.7895132954302138
2019_1181_1393,0.7568916696251923
2019_1181_1396,0.9073607488053438
2019_1181_1397,0.6031088712810722
2019_1181_1403,0.5593230505113893
2019_1181_1414,0.8825458004790561
2019_1181_1416,0.8218705038586378
2019_1181_1429,0.7609283761703285
2019_1181_1433,0.7928575639301108
2019_1181_1436,0.8748071525017463
2019_1181_1437,0.7663196702329363
2019_1181_1438,0.45854185973383055
2019_1181_1439,0.599068593984118
2019_1181_1449,0.8527299093275569
2019_1181_1458,0.7239775063115077
2019_1181_1459,0.7208380812576789
2019_1181_1463,0.9108680467184133
2019_1192_1196,0.2489242693209734
2019_1192_1199,0.18335645996004132
2019_1192_1205,0.5879260690111655
2019_1192_1209,0.5068590688347057
2019_1192_1211,0.05
2019_1192_1222,0.10514308019255085
2019_1192_1233,0.5436796136188736
2019_1192_1234,0.3078251171573048
2019_1192_1235,0.15087507147635223
2019_1192_1242,0.1843548440228293
2019_1192_1243,0.16904446304652657
2019_1192_1246,0.08968931935948199
2019_1192_1251,0.31485397065501236
2019_1192_1257,0.19380936043473185
2019_1192_1261,0.1495083075838941
2019_1192_1266,0.18093169250279542
2019_1192_1268,0.2048406060351853
2019_1192_1276,0.08875134491180973
2019_1192_1277,0.09128372872445605
2019_1192_1278,0.3707472141858779
2019_1192_1279,0.22983905038613298
2019_1192_1280,0.167016407449132
2019_1192_1285,0.4549557472144351
2019_1192_1293,0.2957008418727772
2019_1192_1295,0.5842569684960427
2019_1192_1297,0.4403138275746097
2019_1192_1300,0.5502098707516875
2019_1192_1305,0.17348831166069917
2019_1192_1308,0.31599849708009414
2019_1192_1314,0.09142454414307057
2019_1192_1318,0.4132025663208242
2019_1192_1326,0.3287896121393856
2019_1192_1328,0.3070097962955154
2019_1192_1330,0.47073135596415966
2019_1192_1332,0.2640117093951392
2019_1192_1341,0.4990863148625053
2019_1192_1345,0.10069827257985084
2019_1192_1371,0.36357603660081844
2019_1192_1385,0.3588706758431648
2019_1192_1387,0.4205905353280122
2019_1192_1388,0.21542448597221442
2019_1192_1393,0.18560668735664324
2019_1192_1396,0.41758396402479936
2019_1192_1397,0.10010208153721034
2019_1192_1403,0.08501255238465572
2019_1192_1414,0.3548553406870021
2019_1192_1416,0.25247518763419424
2019_1192_1429,0.1889648268393888
2019_1192_1433,0.21886555563480867
2019_1192_1436,0.3384121074930838
2019_1192_1437,0.19358508887779458
2019_1192_1438,0.058373825945257155
2019_1192_1439,0.09859440304953285
2019_1192_1449,0.2976837823066798
2019_1192_1458,0.16107535178847077
2019_1192_1459,0.15897104571723675
2019_1192_1463,0.42794353933479884
2019_1196_1199,0.40385866663518755
2019_1196_1205,0.8114953841681879
2019_1196_1209,0.7561701502032373
2019_1196_1211,0.10977181175034419
2019_1196_1222,0.2617323574875808
2019_1196_1233,0.7823685250603747
2019_1196_1234,0.5729875823536131
2019_1196_1235,0.34900938914093166
2019_1196_1242,0.4054615779559636
2019_1196_1243,0.3803514574509197
2019_1196_1246,0.22915715567594996
2019_1196_1251,0.5809890178547544
2019_1196_1257,0.4204107467511658
2019_1196_1261,0.3465803459542949
2019_1196_1266,0.3999459940824048
2019_1196_1268,0.4373429391179615
2019_1196_1276,0.22712453507571462
2019_1196_1277,0.23259738585424916
2019_1196_1278,0.6399956307797318
2019_1196_1279,0.4738083811739482
2019_1196_1280,0.3769382820084004
2019_1196_1285,0.7157935632319289
2019_1196_1293,0.5588516507737347
2019_1196_1295,0.8091708134311532
2019_1196_1297,0.7035935669080168
2019_1196_1300,0.786822321983882
2019_1196_1305,0.38775803348889554
2019_1196_1308,0.5822787931110647
2019_1196_1314,0.2329003229569959
2019_1196_1318,0.6799661074985264
2019_1196_1326,0.5964495651622004
2019_1196_1328,0.5720503759109012
2019_1196_1330,0.7285244684997527
2019_1196_1332,0.5197739368683871
2019_1196_1341,0.7503918092357189
2019_1196_1345,0.25253602793299484
2019_1196_1371,0.6328542603783571
2019_1196_1385,0.6281033370304415
2019_1196_1387,0.686543310973888
2019_1196_1388,0.45309467332822256
2019_1196_1393,0.40746478160903676
2019_1196_1396,0.683879525454237
2019_1196_1397,0.2512920692447618
2019_1196_1403,0.2189572038400626
2019_1196_1414,0.6240075539960521
2019_1196_1416,0.5047256728087578
2019_1196_1429,0.4128023056116542
2019_1196_1433,0.45811542058602445
2019_1196_1436,0.6068234961916249
2019_1196_1437,0.4200608844799895
2019_1196_1438,0.15757501701038626
2019_1196_1439,0.24813514656035185
2019_1196_1449,0.5611931517612251
2019_1196_1458,0.3668182907644225
2019_1196_1459,0.36318976769981
2019_1196_1463,0.6929849156208945
2019_1199_1205,0.8640295044214743
2019_1199_1209,0.8207163791255354
2019_1199_1211,0.1539876888702178
2019_1199_1222,0.34353707512750653
2019_1199_1233,0.8414338484113106
2019_1199_1234,0.6645113304360012
2019_1199_1235,0.4417695260970234
2019_1199_1242,0.5016633857037635
2019_1199_1243,0.4753589919567765
2019_1199_1246,0.3049865145333364
2019_1199_1251,0.6717801604385709
2019_1199_1257,0.5170746897152506
2019_1199_1261,0.43913037895649487
2019_1199_1266,0.49593075383292556
2019_1199_1268,0.5343110217186192
2019_1199_1276,0.30254527701851935
2019_1199_1277,0.30910863996026805
2019_1199_1278,0.7240734189719688
2019_1199_1279,0.57066144406437
2019_1199_1280,0.47174231267351874
2019_1199_1285,0.788032059672037
2019_1199_1293,0.6515627693605325
2019_1199_1295,0.8622427913262979
2019_1199_1297,0.7779711419454353
2019_1199_1300,0.8449184836988166
2019_1199_1305,0.48317304181684007
2019_1199_1308,0.6729477867151409
2019_1199_1314,0.309471040536296
2019_1199_1318,0.758235304400976
2019_1199_1326,0.6857029604588396
2019_1199_1328,0.6636570861573755
2019_1199_1330,0.7984382738696599
2019_1199_1332,0.6150404599388856
2019_1199_1341,0.8160956565965316
2019_1199_1345,0.33276197671380103
2019_1199_1371,0.7178646402649738
2019_1199_1385,0.7137161367249544
2019_1199_1387,0.7637628043837409
2019_1199_1388,0.5501404482510508
2019_1199_1393,0.5037391767071008
2019_1199_1396,0.7615272982561772
2019_1199_1397,0.33129799213614136
2019_1199_1403,0.29269293083915077
